,id,eng_lemma,swe_lemma,status,pos,src
2170,GF593,extension,förlängning,silver,N,GF
2173,GF594,exterior,yttre,silver,A,GF
2174,GF595,exterior,yttre,silver,N,GF
2176,GF596,external,extern,silver,A,GF
2178,GF597,extract, extrahera,silver,V,GF
2179,GF598,extract,utdrag,silver,N,GF
2181,GF599,extraction,extraktion,silver,N,GF
2184,GF600,extreme,extrem,silver,A,GF
2191,GF601,facility,möjlighet,silver,N,GF
2194,GF602,factor,faktor,silver,N,GF
2195,GF603,factory,fabrik,silver,N,GF
2204,GF604,false,falsk,silver,A,GF
2207,GF605,fan, fläkta,silver,V,GF
2208,GF606,fan,fläkt,silver,N,GF
2211,GF607,fast,snabb,silver,A,GF
2219,GF608,fault,fel,silver,N,GF
2224,GF609,feasibility study,förstudie,silver,N,GF
2233,GF610,feature,funktion,silver,N,GF
2239,GF611,feed,flöde,silver,N,GF
2250,GF612,field,fält,silver,N,GF
2256,GF613,file format,filformat,silver,N,GF
2258,GF614,file name,filnamn,silver,N,GF
2263,GF615,file, arkivera,silver,V,GF
2264,GF616,file,fil,silver,N,GF
2265,GF617,filename extension,filändelse,silver,N,GF
2267,GF618,filing,arkivering,silver,N,GF
2268,GF619,filter, filtrera,silver,V,GF
2274,GF620,finance, finansiera,silver,V,GF
2286,GF621,finite,ändlig,silver,A,GF
2297,GF622,firewall,brandvägg,silver,N,GF
2302,GF623,firmware,firmware,silver,N,GF
2305,GF624,flash memory,flashminne,silver,N,GF
2306,GF625,flash, blinka,silver,V,GF
2307,GF626,flash,sken,silver,N,GF
2310,GF627,flight simulator,flygsimulator,silver,N,GF
2312,GF628,floating point number,flyttal,silver,N,GF
2315,GF629,floppy disk,diskett,silver,N,GF
2318,GF630,flow,flöde,silver,N,GF
2319,GF631,fluid,flytande,silver,A,GF
2320,GF632,fluid,vätska,silver,N,GF
2324,GF633,focus, fokusera,silver,V,GF
2334,GF634,forgery,förfalskning,silver,N,GF
2336,GF635,form factor,formfaktor,silver,N,GF
2338,GF636,form,formulär,silver,N,GF
2339,GF637,formal,formell,silver,A,GF
2348,GF638,formal verification,formell verifiering,silver,N,GF
2352,GF639,format,format,silver,N,GF
2354,GF640,formula,formel,silver,N,GF
2355,GF641,formulate, formulera,silver,V,GF
2360,GF642,forwarding,spedition,silver,N,GF
2363,GF643,foundation,grund,silver,N,GF
2371,GF644,frame,ram,silver,N,GF
2374,GF645,framework,ramverk,silver,N,GF
2379,GF646,free,fri,silver,A,GF
2381,GF647,free, fria,silver,V,GF
2391,GF648,frequency,frekvens,silver,N,GF
2398,GF649,front,front,silver,N,GF
2400,GF650,frontier,gräns,silver,N,GF
2402,GF651,full,full,silver,A,GF
2406,GF652,function, fungera,silver,V,GF
2407,GF653,function,funktion,silver,N,GF
2408,GF654,functional,funktionell,silver,A,GF
2410,GF655,functional programming,funktionell programmering,silver,N,GF
2412,GF656,functionality,funktionalitet,silver,N,GF
2413,GF657,fundamental,fundamental,silver,A,GF
2415,GF658,fundamental,fundamental,silver,N,GF
2422,GF659,future,framtida,silver,A,GF
2427,GF660,game engine,spelmotor,silver,N,GF
2430,GF661,game theory,spelteori,silver,N,GF
2432,GF662,game, spela,silver,V,GF
2433,GF663,game,spel,silver,N,GF
2440,GF664,garbage collection,skräpsamling,silver,N,GF
2441,GF665,garbage,skräp,silver,N,GF
2443,GF666,gate,grind,silver,N,GF
2445,GF667,gateway,port,silver,N,GF
2448,GF668,general,allmän,silver,A,GF
2505,GF669,generalization,generalisering,silver,N,GF
2506,GF670,generalize, generalisera,silver,V,GF
2509,GF671,generate, generera,silver,V,GF
2513,GF672,generation,generation,silver,N,GF
2515,GF673,generative,generativ,silver,A,GF
2517,GF674,generic,generisk,silver,A,GF
2523,GF675,genetic,generisk,silver,A,GF
2527,GF676,geographic,geografisk,silver,A,GF
2535,GF677,geography,geografi,silver,N,GF
2539,GF678,geometric,geometrisk,silver,A,GF
2544,GF679,geometry,geometri,silver,N,GF
2550,GF680,gigabit,gigabit,silver,N,GF
2551,GF681,gigabyte,gigabyte,silver,N,GF
2556,GF682,global,global,silver,A,GF
2561,GF683,global variable,global variabel,silver,N,GF
2562,GF684,globalization,globalisering,silver,N,GF
2566,GF685,goal,mål,silver,N,GF
2582,GF686,grammar,grammatik,silver,N,GF
2590,GF687,graph theory,grafteori,silver,N,GF
2591,GF688,graph,graf,silver,N,GF
2593,GF689,graphic,grafisk,silver,A,GF
2594,GF690,graphic,grafik,silver,N,GF
2595,GF691,graphical,grafisk,silver,A,GF
2598,GF692,graphical user interface,grafiskt användargränssnitt,silver,N,GF
2602,GF693,graphics card,grafikkort,silver,N,GF
2607,GF694,graphics processing unit,grafikprocessor,silver,N,GF
2617,GF695,grid,rutnät,silver,N,GF
2625,GF696,group,grupp,silver,N,GF
2633,GF697,guard,vakt,silver,N,GF
2638,GF698,guideline,riktlinje,silver,N,GF
2648,GF699,handler,hanterare,silver,N,GF
2655,GF700,handshake,handskakning,silver,N,GF
2662,GF701,hard,hård,silver,A,GF
2663,GF702,hard,svår,silver,A,GF
2664,GF703,hard disk drive,hårddisk,silver,N,GF
2665,GF704,hard drive,hårddisk,silver,N,GF
2674,GF705,hardware acceleration,hårdvaruacceleration,silver,N,GF
2680,GF706,hardware system,hårdvarusystem,silver,N,GF
2681,GF707,hardware unit,hårdvaruenhet,silver,N,GF
2682,GF708,hardware,hårdvara,silver,N,GF
2688,GF709,hash function,hashfunktion,silver,N,GF
2689,GF710,hash table,hashtabell,silver,N,GF
2693,GF711,head, leda,silver,V,GF
2694,GF712,head,huvud,silver,N,GF
2702,GF713,heapsort,heapsortering,silver,N,GF
2712,GF714,hertz,hertz,silver,N,GF
2719,GF715,heuristic,heuristik,silver,N,GF
2726,GF716,hide, dölja,silver,V,GF
2728,GF717,hierarchical,hierarkisk,silver,A,GF
2732,GF718,hierarchy,hierarki,silver,N,GF
2733,GF719,high,hög,silver,A,GF
2751,GF720,hint, antyda,silver,V,GF
2752,GF721,hint,antydan,silver,N,GF
2753,GF722,histogram,histogram,silver,N,GF
2756,GF723,hit,träff,silver,N,GF
2759,GF724,holding,innehav,silver,N,GF
2762,GF725,holistic approach,helhetssyn,silver,N,GF
2780,GF726,host,värd,silver,N,GF
2783,GF727,hotkey,snabbvalstangent,silver,N,GF
2791,GF728,hub,centrum,silver,N,GF
2801,GF729,human,människa,silver,N,GF
2803,GF730,human-computer interation,människa-datorinteraktion,silver,N,GF
2810,GF731,hybrid,hybrid,silver,N,GF
2815,GF732,hyperlink,hyperlänk,silver,N,GF
2820,GF733,hypertext,hypertext,silver,N,GF
2831,GF734,identifier,identifierare,silver,N,GF
2832,GF735,identify, identifiera,silver,V,GF
2834,GF736,identity,identitet,silver,N,GF
2835,GF737,if-loop,if-loop,silver,N,GF
2836,GF738,if-statement,if-sats,silver,N,GF
2850,GF739,image, föreställa,silver,V,GF
2851,GF740,image,bild,silver,N,GF
2852,GF741,imagery,bildsamling,silver,N,GF
2856,GF742,immutable,oföränderlig,silver,A,GF
2857,GF743,impact,verkan,silver,N,GF
2860,GF744,imperative,imperativ,silver,A,GF
2861,GF745,imperative programming,imperativ programmering,silver,N,GF
2862,GF746,implement, implementera,silver,V,GF
2865,GF747,implementation problem,implementationsproblem,silver,N,GF
2866,GF748,implementation,implementering,silver,N,GF
2867,GF749,implication,implikation,silver,N,GF
2873,GF750,improve, förbättra,silver,V,GF
2874,GF751,improvement,förbättring,silver,N,GF
2887,GF752,include, inkludera,silver,V,GF
2894,GF753,incremental,inkrementell,silver,A,GF
2898,GF754,independent,oberoende,silver,A,GF
2904,GF755,index,index,silver,N,GF
2907,GF756,indicator,indikator,silver,N,GF
2908,GF757,indirect,indirekt,silver,A,GF
2910,GF758,individual,individuell,silver,A,GF
2912,GF759,individual,individ,silver,N,GF
2919,GF760,induction,induktion,silver,N,GF
2920,GF761,industrial,industriell,silver,A,GF
2925,GF762,industry,industri,silver,N,GF
2930,GF763,inference,inferens,silver,N,GF
2950,GF764,information system,informationssystem,silver,N,GF
2955,GF765,information technology,informationsteknik,silver,N,GF
2957,GF766,information theory,informationsteori,silver,N,GF
2958,GF767,information,information,silver,N,GF
2961,GF768,infrastructure,infrastruktur,silver,N,GF
2965,GF769,inheritance,arv,silver,N,GF
2969,GF770,initialization,initiering,silver,N,GF
2970,GF771,initialize, initialisera,silver,V,GF
2972,GF772,initiative,initiativ,silver,N,GF
2973,GF773,injection,injektion,silver,N,GF
2979,GF774,input,indata,silver,N,GF
2990,GF775,insertion sort,insättningssortering,silver,N,GF
2991,GF776,insertion,införande,silver,N,GF
2995,GF777,inspection,granskning,silver,N,GF
3000,GF778,instance,instans,silver,N,GF
3003,GF779,institute, införa,silver,V,GF
3004,GF780,institute,institut,silver,N,GF
3006,GF781,instruction set architecture,instruktionsuppsättning,silver,N,GF
3009,GF782,instruction,instruktion,silver,N,GF
3012,GF783,instrument,instrument,silver,N,GF
3013,GF784,instrumentation,instrumentering,silver,N,GF
3020,GF785,integer,heltal,silver,N,GF
3022,GF786,integrate, integrera,silver,V,GF
3023,GF787,integrated circuit,integrerad krets,silver,N,GF
3025,GF788,integrated development environment,integrerad utvecklingsmiljö,silver,N,GF
3031,GF789,integration,integration,silver,N,GF
3034,GF790,integrity,integritet,silver,N,GF
3036,GF791,intellectual,intellektuell,silver,A,GF
3039,GF792,intelligence,intelligens,silver,N,GF
3040,GF793,intelligent,intelligent,silver,A,GF
3054,GF794,inter-process communication,interprocesskommunikation,silver,N,GF
3058,GF795,interaction,interaktion,silver,N,GF
3059,GF796,interactive,interaktiv,silver,A,GF
3068,GF797,interchange, växla,silver,V,GF
3069,GF798,interchange,utbyte,silver,N,GF
3071,GF799,interconnect, sammanlänka,silver,V,GF
3073,GF800,interconnection,sammanlänkning,silver,N,GF
3076,GF801,interdisciplinary,tvärvetenskaplig,silver,A,GF
3078,GF802,interested,interesserad,silver,A,GF
3080,GF803,interface design,gränssnittsdesign,silver,N,GF
3083,GF804,interface,gränssnitt,silver,N,GF
3086,GF805,interference,interferens,silver,N,GF
3088,GF806,interior,inre,silver,A,GF
3089,GF807,interior,inrede,silver,N,GF
3090,GF808,interleave, interfoliera,silver,V,GF
3093,GF809,intermediate,mellanliggande,silver,A,GF
3096,GF810,internal,intern,silver,A,GF
3098,GF811,international,internationell,silver,A,GF
3099,GF812,internationalization,internationalisering,silver,N,GF
3100,GF813,internationalize, internationalisera,silver,V,GF
3108,GF814,internet,internet,silver,N,GF
3119,GF815,interpret, interpretera,silver,V,GF
3120,GF816,interpretation,tolkning,silver,N,GF
3123,GF817,interrupt, avbryta,silver,V,GF
3124,GF818,interruption,avbrott,silver,N,GF
3128,GF819,interval,intervall,silver,N,GF
3132,GF820,introduce, introducera,silver,V,GF
3134,GF821,introduction,introduktion,silver,N,GF
3140,GF822,intrusion,intrång,silver,N,GF
3141,GF823,invariant,invariant,silver,A,GF
3153,GF824,invocation,invokation,silver,N,GF
3165,GF825,ip-adress,ip-address,silver,N,GF
3171,GF826,irregular,oregelbunden,silver,A,GF
3176,GF827,issue,problem,silver,N,GF
3180,GF828,iteration,iteration,silver,N,GF
3182,GF829,iterative,iterativ,silver,A,GF
3196,GF830,job,arbete,silver,N,GF
3200,GF831,junction,förbindelse,silver,N,GF
3204,GF832,kernel,kärna,silver,N,GF
3205,GF833,key feature,huvudfunktion,silver,N,GF
3216,GF834,keyboard,tangentbord,silver,N,GF
3217,GF835,kibibyte,kibibyte,silver,N,GF
3218,GF836,kilobit,kilobit,silver,N,GF
3219,GF837,kilobyte,kilobyte,silver,N,GF
3220,GF838,kilohertz,kilohertz,silver,N,GF
3222,GF839,kind,sort,silver,N,GF
3226,GF840,kit,verktyg,silver,N,GF
3237,GF841,knowledge,kunskap,silver,N,GF
3239,GF842,lab,labb,silver,N,GF
3242,GF843,label, beteckna,silver,V,GF
3243,GF844,label,etikett,silver,N,GF
3244,GF845,laboratory task,laboration,silver,N,GF
3250,GF846,language extension,språkutvidgning,silver,N,GF
3256,GF847,language,språk,silver,N,GF
3268,GF848,laptop,laptop,silver,N,GF
3269,GF849,large,stor,silver,A,GF
3277,GF850,laser,laser,silver,N,GF
3290,GF851,law,lag,silver,N,GF
3294,GF852,layer,lager,silver,N,GF
3296,GF853,layout,layout,silver,N,GF
3297,GF854,lazy,lat,silver,A,GF
3304,GF855,learn, lära,silver,V,GF
3307,GF856,learning outcome,lärandemål,silver,N,GF
3308,GF857,learning,bildning,silver,N,GF
3313,GF858,lecture,föreläsning,silver,N,GF
3315,GF,LED display,lysdiodskärm,silver,N,GF
3316,GF0,LED,lysdiod,silver,N,GF
3325,GF859,letters,bokstäver,silver,N,GF
3328,GF860,level,nivå,silver,N,GF
3332,GF861,library,bibliotek,silver,N,GF
3333,GF862,library,programbibliotek,silver,N,GF
3334,GF863,licence,licens,silver,N,GF
3335,GF864,license, licensiera,silver,V,GF
3350,GF865,light,ljus,silver,N,GF
3352,GF866,lightweight,lätt,silver,A,GF
3358,GF867,limit, begränsa,silver,V,GF
3359,GF868,limit,gräns,silver,N,GF
3362,GF869,line,linje,silver,N,GF
3364,GF870,linear,linjär,silver,A,GF
3368,GF871,linear search,linjärsökning,silver,N,GF
3374,GF872,linguistics,språkvetenskap,silver,N,GF
3378,GF873,link, knyta,silver,V,GF
3379,GF874,link,länk,silver,N,GF
3381,GF875,linked list,länkad lista,silver,N,GF
3384,GF876,linux,linux,silver,N,GF
3385,GF877,liquid,flytande,silver,A,GF
3386,GF878,liquid,vätska,silver,N,GF
3388,GF879,list, lista,silver,V,GF
3389,GF880,list,lista,silver,N,GF
3396,GF881,literature,litteratur,silver,N,GF
3397,GF882,litterature study,litteraturstudie,silver,N,GF
3407,GF883,load, ladda,silver,V,GF
3408,GF884,load,laddning,silver,N,GF
3409,GF885,loader,lastare,silver,N,GF
3411,GF886,loading,laddning,silver,N,GF
3412,GF887,local,lokal,silver,A,GF
3416,GF888,locality,lokalitet,silver,N,GF
3418,GF889,localization,lokalisering,silver,N,GF
3428,GF890,logarithm,logaritm,silver,N,GF
3438,GF891,logic programming,logikprogrammering,silver,N,GF
3439,GF892,logic,logik,silver,N,GF
3440,GF893,logical,logisk,silver,A,GF
3448,GF894,logo,logga,silver,N,GF
3456,GF895,look, titta,silver,V,GF
3458,GF896,loop,loop,silver,N,GF
3460,GF897,loss,förlust,silver,N,GF
3461,GF898,lossless,förlustlös,silver,A,GF
3476,GF899,machine code,maskinkod,silver,N,GF
3478,GF900,machine learning,maskininlärning,silver,N,GF
3482,GF901,machine,maskin,silver,N,GF
3485,GF902,machinery,maskineri,silver,N,GF
3491,GF903,magnetic,magnetisk,silver,A,GF
3497,GF904,mail, posta,silver,V,GF
3498,GF905,mail,mail,silver,N,GF
3500,GF906,main,huvudsaklig,silver,A,GF
3502,GF907,mainframe computer,stordator,silver,N,GF
3505,GF908,maintain, underhålla,silver,V,GF
3508,GF909,maintenance,underhåll,silver,N,GF
3515,GF910,manageable,hanterlig,silver,A,GF
3522,GF911,management,förvaltning,silver,N,GF
3525,GF912,manager,manager,silver,N,GF
3526,GF913,mandatory,obligatorisk,silver,A,GF
3528,GF914,mandatory access control,obligatorisk åtkomstkontroll,silver,N,GF
3530,GF915,manipulation,manipulation,silver,N,GF
3534,GF916,manufacture, tillverka,silver,V,GF
3535,GF917,manufacturer,tillverkare,silver,N,GF
3541,GF918,map, kartlägga,silver,V,GF
3542,GF919,map,karta,silver,N,GF
3545,GF920,mark, markera,silver,V,GF
3546,GF921,mark,märke,silver,N,GF
3558,GF922,markup,påslag,silver,N,GF
3564,GF923,master, bemästra,silver,V,GF
3565,GF924,master,master,silver,N,GF
3571,GF925,mathematical,matematisk,silver,A,GF
3575,GF926,mathematical model,matematisk modell,silver,N,GF
3577,GF927,mathematical modelling,matematiskmodellering,silver,N,GF
3582,GF928,mathematics,matematik,silver,N,GF
3584,GF929,matrix,matris,silver,N,GF
3587,GF930,maturity,mognad,silver,N,GF
3590,GF931,maximum,maximal,silver,A,GF
3591,GF932,maximum,maximum,silver,N,GF
3596,GF933,measure, mäta,silver,V,GF
3598,GF934,measurement,mått,silver,N,GF
3601,GF935,mechanical,mekanisk,silver,A,GF
3605,GF936,mechanism,mekanism,silver,N,GF
3610,GF937,media player,mediespelare,silver,N,GF
3612,GF938,media,media,silver,N,GF
3617,GF939,medical,medicinsk,silver,A,GF
3622,GF940,medium,medium,silver,N,GF
3626,GF941,megabit,megabit,silver,N,GF
3627,GF942,megabyte,megabyte,silver,N,GF
3628,GF943,megahertz,megahertz,silver,N,GF
3631,GF944,memory address,minnesadress,silver,N,GF
3632,GF945,memory card,minneskort,silver,N,GF
3635,GF946,memory hierarchy level,minneshierarkinivå,silver,N,GF
3636,GF947,memory hierarchy,minneshierarki,silver,N,GF
3641,GF948,memory,minne,silver,N,GF
3642,GF949,menu bar,menyfält,silver,N,GF
3643,GF950,menu,meny,silver,N,GF
3646,GF951,merger,sammanslagning,silver,N,GF
3653,GF952,message,meddelande,silver,N,GF
3659,GF953,metal,metall,silver,N,GF
3665,GF954,method,metod,silver,N,GF
3671,GF955,methodology,metodologi,silver,N,GF
3677,GF956,microarchitecture level,mikroarkitekturnivå,silver,N,GF
3681,GF957,microcode,mikroprogram,silver,N,GF
3684,GF958,microcontroller,mikrokontroller,silver,N,GF
3688,GF959,microprocessor,mikroprocessor,silver,N,GF
3707,GF960,millennium,årtusende,silver,N,GF
3710,GF961,million,miljon,silver,N,GF
3716,GF962,minimum,minimum,silver,N,GF
3770,GF963,miss,miss,silver,N,GF
3831,GF964,mode,läge,silver,N,GF
3838,GF965,model, modellera,silver,V,GF
3839,GF966,model,modell,silver,N,GF
3850,GF967,modeling,modellering,silver,N,GF
3851,GF968,modelling language,modelleringsspråk,silver,N,GF
3852,GF969,modelling,modellering,silver,N,GF
3856,GF970,modem,modem,silver,N,GF
3858,GF971,modern,modern,silver,A,GF
3863,GF972,modifier,modifierare,silver,N,GF
3864,GF973,modify, modifiera,silver,V,GF
3866,GF974,modular,modulär,silver,A,GF
3868,GF975,module,modul,silver,N,GF
3871,GF976,molecular,molekylär,silver,A,GF
3873,GF977,monad,monad,silver,N,GF
3875,GF978,monitor, övervaka,silver,V,GF
3876,GF979,monitor,bildskärm,silver,N,GF
3881,GF980,monochrome,enfärgad,silver,A,GF
3882,GF981,monochrome,monokrom,silver,N,GF
3883,GF982,monotonic,monoton,silver,A,GF
3888,GF983,mortality,dödlighet,silver,N,GF
3889,GF984,motherboard,moderkort,silver,N,GF
3894,GF985,motion sensor,rörelsesensor,silver,N,GF
3895,GF986,motion,rörelse,silver,N,GF
3899,GF987,mouse,mus,silver,N,GF
3905,GF988,multi-core processor,flerkärnig processor,silver,N,GF
3928,GF989,multilingual,flerspråkig,silver,A,GF
3939,GF990,multimedia,multimedia,silver,N,GF
3946,GF991,multiple,multipel,silver,A,GF
3951,GF992,multiple,mångfald,silver,N,GF
3955,GF993,multiplication,multiplikation,silver,N,GF
3957,GF994,multiprocessing,multiprocessering,silver,N,GF
3960,GF995,multiprocessor,multiprocessor,silver,N,GF
3971,GF996,mutable,muterbar,silver,A,GF
3976,GF997,name, namnge,silver,V,GF
3980,GF998,national,nationell,silver,A,GF
3983,GF999,native,inhemsk,silver,A,GF
3985,GF1000,native,infödd,silver,N,GF
3999,GF1001,negation,negation,silver,N,GF
4001,GF1002,negative,negativ,silver,A,GF
4007,GF1003,nested,nästlad,silver,A,GF
4028,GF1004,network interface controller,nätverkskort,silver,N,GF
4040,GF1005,network protocol,nätverksprotokoll,silver,N,GF
4044,GF1006,network security,nätverksäkerhet,silver,N,GF
4051,GF1007,network,nätverk,silver,N,GF
4057,GF1008,neural,neural,silver,A,GF
4060,GF1009,neural network,neuralt nätverk,silver,N,GF
4068,GF1010,news,nyhet,silver,N,GF
4074,GF1011,node,nod,silver,N,GF
4104,GF1012,nondeterministic,icke-deterministisk,silver,A,GF
4116,GF1013,normal,normal,silver,A,GF
4117,GF1014,normal form,normalform,silver,N,GF
4121,GF1015,notation,notation,silver,N,GF
4124,GF1016,notification,meddelande,silver,N,GF
4129,GF1017,number theory,talteori,silver,N,GF
4130,GF1018,number, omfatta,silver,V,GF
4131,GF1019,number,tal,silver,N,GF
4134,GF1020,numerical,numerisk,silver,A,GF
4138,GF1021,numerical analysis,numerisk analys,silver,N,GF
4144,GF1022,object orientation,objektorientering,silver,N,GF
4149,GF1023,object, invända,silver,V,GF
4150,GF1024,object,objekt,silver,N,GF
4155,GF1025,object-oriented program,objektorienterat program,silver,N,GF
4160,GF1026,objective,objektiv,silver,N,GF
4167,GF1027,obtain, erhålla,silver,V,GF
4181,GF1028,officer,officer,silver,N,GF
4210,GF1029,open,öppen,silver,A,GF
4220,GF1030,operate, operera,silver,V,GF
4222,GF1031,operating system,operativsystem,silver,N,GF
4225,GF1032,operation,verksamhet,silver,N,GF
4233,GF1033,operator,operator,silver,N,GF
4240,GF1034,optical,optisk,silver,A,GF
4245,GF1035,optical disc,optisk skiva,silver,N,GF
4246,GF1036,optical fiber,fiberoptik,silver,N,GF
4256,GF1037,optimal,optimal,silver,A,GF
4263,GF1038,optimization,optimering,silver,N,GF
4265,GF1039,optimize, optimera,silver,V,GF
4269,GF1040,order, beställa,silver,V,GF
4270,GF1041,order, ordna,silver,V,GF
4271,GF1042,order,ordning,silver,N,GF
4273,GF1043,organic,organisk,silver,A,GF
4275,GF1044,organization,organisation,silver,N,GF
4285,GF1045,orient, orientera,silver,V,GF
4287,GF1046,original,ursprunglig,silver,A,GF
4288,GF1047,original,original,silver,N,GF
4289,GF1048,orthogonal,ortogonal,silver,A,GF
4294,GF1049,os,operativsystem,silver,N,GF
4306,GF1050,outcome,utfall,silver,N,GF
4310,GF1051,output,utdata,silver,N,GF
4317,GF1052,overcome, överkomma,silver,V,GF
4327,GF1053,overview,översikt,silver,N,GF
4331,GF1054,package,paket,silver,N,GF
4336,GF1055,packet,paket,silver,N,GF
4344,GF1056,page,sida,silver,N,GF
4348,GF1057,pair programming,parprogrammering,silver,N,GF
4349,GF1058,pair,par,silver,N,GF
4351,GF1059,panel,panel,silver,N,GF
4356,GF1060,paradigm,paradigm,silver,N,GF
4359,GF1061,parallel,parallell,silver,A,GF
4367,GF1062,parallel computing,parallelldator,silver,N,GF
4376,GF1063,parallel,parallell,silver,N,GF
4378,GF1064,parallelism,parallelism,silver,N,GF
4379,GF1065,parallellization,parallellisering,silver,N,GF
4382,GF1066,parameter,parameter,silver,N,GF
4386,GF1067,parse, parsa,silver,V,GF
4387,GF1068,parser,parser,silver,N,GF
4391,GF1069,parsing,parsning,silver,N,GF
4393,GF1070,part,del,silver,N,GF
4404,GF1071,partition, dela,silver,V,GF
4405,GF1072,partition,partition,silver,N,GF
4410,GF1073,partnership,partnerskap,silver,N,GF
4415,GF1074,password,lösenord,silver,N,GF
4423,GF1075,path,väg,silver,N,GF
4431,GF1076,pattern,mönster,silver,N,GF
4446,GF1077,penalty,bestraffning,silver,N,GF
4455,GF1078,perform, utföra,silver,V,GF
4462,GF1079,performance analysis,prestandaanalys,silver,N,GF
4466,GF1080,performance bottleneck,prestandaflaskhals,silver,N,GF
4472,GF1081,performance optimization,prestandaoptimering,silver,N,GF
4475,GF1082,performance,prestanda,silver,N,GF
4480,GF1083,peripheral,yttre,silver,A,GF
4482,GF1084,peripheral,kringutrustning,silver,N,GF
4486,GF1085,permutation,permutation,silver,N,GF
4488,GF1086,persistent,ständig,silver,A,GF
4494,GF1087,personal computer,persondator,silver,N,GF
4511,GF1088,philosophy,filosofi,silver,N,GF
4526,GF1089,physics,fysik,silver,N,GF
4534,GF1090,picture,bild,silver,N,GF
4539,GF1091,pin,stift,silver,N,GF
4547,GF1092,pitch,topp,silver,N,GF
4549,GF1093,pixel,pixel,silver,N,GF
4556,GF1094,plane, plana,silver,V,GF
4557,GF1095,plane,nivå,silver,N,GF
4562,GF1096,planning,planering,silver,N,GF
4567,GF1097,platform,plattform,silver,N,GF
4570,GF1098,player,spelare,silver,N,GF
4580,GF1099,point,punkt,silver,N,GF
4584,GF1100,pointer,pekare,silver,N,GF
4592,GF1101,polymorph,polymorf,silver,A,GF
4594,GF1102,polymorphism,polymorfi,silver,N,GF
4602,GF1103,port,port,silver,N,GF
4606,GF1104,portable,bärbar,silver,A,GF
4607,GF1105,portable,portabel,silver,A,GF
4624,GF1106,power consumption,strömförbrukning,silver,N,GF
4629,GF1107,power supply,nätaggregat,silver,N,GF
4630,GF1108,power, driva,silver,V,GF
4631,GF1109,power,kraft,silver,N,GF
4635,GF1110,practical,praktisk,silver,A,GF
4637,GF1111,practice,praktiken,silver,N,GF
4650,GF1112,precision,precision,silver,N,GF
4651,GF1113,precondition,förhandsvillkor,silver,N,GF
4655,GF1114,predicate logic,predikatlogik,silver,N,GF
4656,GF1115,predict, förutsäga,silver,V,GF
4658,GF1116,prediction,förutsägelse,silver,N,GF
4664,GF1117,prepare, förbereda,silver,V,GF
4667,GF1118,prerequisite,förkunskapskrav,silver,N,GF
4676,GF1119,presence,närvaro,silver,N,GF
4680,GF1120,presentation,presentation,silver,N,GF
4689,GF1121,prevention,förebyggande,silver,N,GF
4696,GF1122,primary,primär,silver,A,GF
4699,GF1123,primitive,primitiv,silver,A,GF
4703,GF1124,principle,princip,silver,N,GF
4706,GF1125,printed circuit board,mönsterkort,silver,N,GF
4708,GF1126,printer,skrivare,silver,N,GF
4711,GF1127,priority queue,prioritetskö,silver,N,GF
4712,GF1128,priority,prioritet,silver,N,GF
4716,GF1129,privacy,privatliv,silver,N,GF
4725,GF1130,probability distribution,sannolikhetsfördelning,silver,N,GF
4727,GF1131,probability,sannolikhet,silver,N,GF
4732,GF1132,problem solving,problemlösning,silver,N,GF
4733,GF1133,problem,problem,silver,N,GF
4735,GF1134,procedure,procedur,silver,N,GF
4749,GF1135,process,process,silver,N,GF
4750,GF1136,processing,bearbetning,silver,N,GF
4751,GF1137,processor architecture,processorarkitektur,silver,N,GF
4753,GF1138,processor base,processorbas,silver,N,GF
4754,GF1139,processor core,processorkärna,silver,N,GF
4756,GF1140,processor,processor,silver,N,GF
4765,GF1141,product,produkt,silver,N,GF
4769,GF1142,productivity,produktivitet,silver,N,GF
4771,GF1143,professional,professionell,silver,A,GF
4774,GF1144,proficiency,skicklighet,silver,N,GF
4780,GF1145,program code,programkod,silver,N,GF
4781,GF1146,program component,programkomponent,silver,N,GF
4784,GF1147,program plan,programplan,silver,N,GF
4786,GF1148,program registration,programregistrering,silver,N,GF
4791,GF1149,program verification,programverifiering,silver,N,GF
4792,GF1150,program, programmera,silver,V,GF
4793,GF1151,program,program,silver,N,GF
4794,GF1152,programmable,programerbar,silver,A,GF
4800,GF1153,programmer,programmerare,silver,N,GF
4801,GF1154,programming assignment,programmeringsuppgift,silver,N,GF
4804,GF1155,programming course,programmeringskurs,silver,N,GF
4806,GF1156,programming language,programmeringsspråk,silver,N,GF
4809,GF1157,programming paradigm,programmeringsparadigm,silver,N,GF
4810,GF1158,programming problem,programmeringsproblem,silver,N,GF
4811,GF1159,programming skill,programmeringskunskap,silver,N,GF
4814,GF1160,programming,programmering,silver,N,GF
4816,GF1161,progress,framgång,silver,N,GF
4824,GF1162,project, framhäva,silver,V,GF
4825,GF1163,project,projekt,silver,N,GF
4833,GF1164,proof,bevis,silver,N,GF
4838,GF1165,property,egenskap,silver,N,GF
4842,GF1166,propositional logic,satslogik,silver,N,GF
4848,GF1167,protection,skydd,silver,N,GF
4853,GF1168,protocol,protokoll,silver,N,GF
4855,GF1169,prototype,prototyp,silver,N,GF
4860,GF1170,provider,leverantör,silver,N,GF
4871,GF1171,public,publik,silver,A,GF
4877,GF1172,public,allmänhet,silver,N,GF
